"","year","individual","sex","Salmon.med","project","WSHDFID","FOCALWSHD","site_id","revisitid","revisit","revisit_date","Salmon_year","BM","BMDensity","LogBM","SalmonDiv_year","diversity","EVI_year","EVI_Mean_MWS","relative_age","EVI_Mean_z","BMDensity_z","LogBM_z","diversity_z","relative_age_z"
"11",2012,10567,"male",0.964,"kt",40,11834,"201226","20122603bs","3","06/20/2012",2011,45444.1295483802,140.044052099251,4.94907226781908,2011,0.852654689962451,2011,0.225351830880284,1,-0.478814957385477,1.04560718625737,1.14510386310372,0.699396765174922,-0.765250995948614
"12",2014,10567,"male",0.936,"kt",44,11833,"201416","20141602bs","2","06/03/2014",2013,29184.2426232939,80.2761118571514,4.39785214628282,2013,0.78356959644864,2013,0.295988972994108,3,0.559954245893374,0.256484549231947,0.745501886771283,0.482373104096909,0.0867491007553085
"13",2015,10567,"male",0.974,"kt",25,6379,"201521","20152101","1","05/22/2015",2014,24446.3924104561,73.0705840808801,4.30501847751969,2014,0.850837994012434,2014,0.209373075224703,4,-0.713793876195486,0.161349179718812,0.678202969227146,0.693689803136006,0.51274914910727
"14",2016,10567,"male",0.962,"kt",3,6316,"201667","20166701","1","05/20/2016",2015,10243.6947572179,51.0201476704356,3.95163109874073,2015,0.809279289691791,2015,0.339148136258476,5,1.19464030901392,-0.129785138400365,0.422018027034823,0.563137440787079,0.938749197459231
"15",2017,10567,"male",0.96,"kt",11,6019,"201739","20173901","1","05/19/2017",2016,6345.64261107592,16.60552173708,2.86821258790091,2016,1.02939866630711,2016,0.313605792384264,6,0.8190220520729,-0.584165199998067,-0.363396295142201,1.25461964856199,1.36474924581119
"16",2012,10640,"male",0.742,"kt",1,6025,"201212","20121202bs","2","06/12/2012",2011,3961.91778658286,21.4288434943069,3.11034778653884,2011,0.926445094958565,2011,0.10821973426673,1,-2.2013253964627,-0.520482356505931,-0.187862601550431,0.93120167460136,-0.765250995948614
"17",2012,10663,"male",0.97,"kt",11,6021,"201213","20121301bs","1","06/07/2012",2011,44868.009692165,117.412334086119,4.77417289004893,2011,0.789456579066266,2011,0.224835752229928,1,-0.48640425944976,0.746798143707183,1.01831216177489,0.500866449844852,-0.765250995948614
"18",2014,10663,"male",0.931,"kt",25,6020,"201419","20141901bs","1","05/25/2014",2013,70718.1027505269,211.377326613742,5.35836453514688,2013,0.650414567398812,2013,0.209170886801681,3,-0.716767200155228,1.98742819371586,1.44181654199858,0.0640803809414321,0.0867491007553085
"19",2015,10663,"male",0.932,"kt",11,6021,"201513","20151302","2","06/06/2015",2014,13940.7342650687,36.4806498029683,3.62382479454566,2014,0.890264517829612,2014,0.281502055765142,4,0.346913867735796,-0.321751715326493,0.184377850465243,0.817544141419168,0.51274914910727
"20",2016,10663,"male",0.972,"kt",40,11835,"201618","20161801","1","05/21/2016",2015,23763.7006879959,73.2320097291713,4.30719545511525,2015,0.720139636550876,2015,0.31684390596839,5,0.866640805709462,0.163480500168322,0.679781149187618,0.283114459157936,0.938749197459231
"21",2017,10663,"male",0.937,"kt",27,6378,"201723","20172302","2","06/02/2017",2016,9135.36910134635,46.5062510864059,3.86086130420091,2016,0.539775131964745,2016,0.225279709020339,6,-0.479875560416009,-0.189382607565623,0.356215296197801,-0.283481938456825,1.36474924581119
"22",2012,10665,"male",0.951,"kt",1,5993,"201211","20121101bs","1","06/04/2012",2011,3961.91778658286,21.4288434943069,3.11034778653884,2011,0.926445094958565,2011,0.10821973426673,1,-2.2013253964627,-0.520482356505931,-0.187862601550431,0.93120167460136,-0.765250995948614
"23",2012,10667,"female",0.799,"kt",1,5993,"201211","20121101bs","1","06/04/2012",2011,3961.91778658286,21.4288434943069,3.11034778653884,2011,0.926445094958565,2011,0.10821973426673,1,-2.2013253964627,-0.520482356505931,-0.187862601550431,0.93120167460136,-0.765250995948614
"24",2012,10680,"female",0.785,"kt",1,5993,"201211","20121101bs","1","06/04/2012",2011,3961.91778658286,21.4288434943069,3.11034778653884,2011,0.926445094958565,2011,0.10821973426673,1,-2.2013253964627,-0.520482356505931,-0.187862601550431,0.93120167460136,-0.765250995948614
"25",2013,10680,"female",0.824,"kt",1,5993,"201311","20131103bs","3","06/19/2013",2012,2686.12983887077,14.5284831799085,2.74267596206913,2012,0.933675636041093,2012,0.110596056190628,2,-2.16637989955055,-0.611588566719414,-0.454402921759305,0.953915670016181,-0.339250947596653
"26",2017,10680,"female",0.85,"kt",1,5993,"201759","20175901","1","05/21/2017",2016,1556.83141107613,8.42044142560191,2.24288194795765,2016,0.776935796574843,2016,0.170083105089008,6,-1.29158071401715,-0.692233708524463,-0.816724012726467,0.461533709341187,1.36474924581119
"27",2012,10786,"male",0.919,"kt",25,6379,"201220","20122001bs","1","05/31/2012",2011,75265.0481038955,224.968205266757,5.4203943047149,2011,0.767182545932095,2011,0.16170535704495,1,-1.41478143251414,2.16687004763817,1.48678445507429,0.430894883304461,-0.765250995948614
"28",2015,10786,"male",0.914,"kt",11,6019,"201539","20153901","1","05/22/2015",2014,13940.7342650687,36.4806498029683,3.62382479454566,2014,0.890264517829612,2014,0.281502055765142,4,0.346913867735796,-0.321751715326493,0.184377850465243,0.817544141419168,0.51274914910727
"29",2017,10786,"male",0.525,"kt",25,6379,"201721","20172101","1","05/19/2017",2016,11482.9281348818,34.3226211739815,3.56452358515605,2016,0.881610485702777,2016,0.240238035490434,6,-0.259902775493775,-0.350244402803833,0.141387982089342,0.79035839642373,1.36474924581119
"30",2012,10822,"male",0.792,"kt",35,7261,"201207","20120701bs","1","05/29/2012",2011,35983.5249661974,112.570504923264,4.73242383281482,2011,0.501930853044735,2011,0.0948704452715217,1,-2.39763614572187,0.68287094491897,0.988046565275493,-0.402365818384354,-0.765250995948614
"31",2012,10846,"female",0.785,"kt",1,5993,"201211","20121101bs","1","06/04/2012",2011,3961.91778658286,21.4288434943069,3.11034778653884,2011,0.926445094958565,2011,0.10821973426673,1,-2.2013253964627,-0.520482356505931,-0.187862601550431,0.93120167460136,-0.765250995948614
"32",2012,10853,"male",0.787,"kt",11,6021,"201213","20121301bs","1","06/07/2012",2011,44868.009692165,117.412334086119,4.77417289004893,2011,0.789456579066266,2011,0.224835752229928,1,-0.48640425944976,0.746798143707183,1.01831216177489,0.500866449844852,-0.765250995948614
"33",2014,10853,"male",0.868,"kt",1,5989,"201463","20146301bs","1","05/30/2014",2013,6425.00538460576,34.750957049905,3.5765770394084,2013,0.59846431844467,2013,0.147579202524087,3,-1.62251653954021,-0.344589037493063,0.150126023304978,-0.0991159418613762,0.0867491007553085
"34",2012,10911,"female",0.881,"kt",25,6379,"201220","20122002bs","2","06/10/2012",2011,75265.0481038955,224.968205266757,5.4203943047149,2011,0.767182545932095,2011,0.16170535704495,1,-1.41478143251414,2.16687004763817,1.48678445507429,0.430894883304461,-0.765250995948614
"35",2014,10911,"female",0.849,"kt",25,6379,"201420","20142003bs","3","06/20/2014",2013,70718.1027505269,211.377326613742,5.35836453514688,2013,0.650414567398812,2013,0.209170886801681,3,-0.716767200155228,1.98742819371586,1.44181654199858,0.0640803809414321,0.0867491007553085
"36",2012,10981,"male",0.842,"kt",1,6025,"201212","20121202bs","2","06/12/2012",2011,3961.91778658286,21.4288434943069,3.11034778653884,2011,0.926445094958565,2011,0.10821973426673,1,-2.2013253964627,-0.520482356505931,-0.187862601550431,0.93120167460136,-0.765250995948614
"37",2016,10981,"male",0.875,"kt",3,6316,"201667","20166702","2","06/02/2016",2015,10243.6947572179,51.0201476704356,3.95163109874073,2015,0.809279289691791,2015,0.339148136258476,5,1.19464030901392,-0.129785138400365,0.422018027034823,0.563137440787079,0.938749197459231
"38",2017,10981,"male",0.868,"kt",1,5990,"201762","20176201","1","05/21/2017",2016,1556.83141107613,8.42044142560191,2.24288194795765,2016,0.776935796574843,2016,0.170083105089008,6,-1.29158071401715,-0.692233708524463,-0.816724012726467,0.461533709341187,1.36474924581119
"39",2012,10992,"male",0.894,"kt",7,9654,"201201","20120101bs","1","05/27/2012",2011,12112.4837273687,22.5799551666019,3.16039699377586,2011,1.285640681514,2011,0.0884928047780033,1,-2.49142386611939,-0.505284103484785,-0.151579887359873,2.05957738160884,-0.765250995948614
"40",2016,10992,"male",0.97,"kt",3,6316,"201667","20166701","1","05/20/2016",2015,10243.6947572179,51.0201476704356,3.95163109874073,2015,0.809279289691791,2015,0.339148136258476,5,1.19464030901392,-0.129785138400365,0.422018027034823,0.563137440787079,0.938749197459231
"41",2013,11053,"male",0.906,"ht",26,12174,"201330","20133001","1","05/27/2013",2012,1172.23715438772,3.87047700585495,1.58319188011208,2012,0.945763911025281,2012,0.181888728731546,1,-1.11797065706428,-0.752307385260498,-1.29496028273649,0.9918897330123,-0.765250995948614
"42",2014,11053,"male",0.899,"nt",14,12395,"201431","20143101","1","06/04/2014",2013,97741.1115470915,276.983174324124,5.62756058784504,2013,0.288330420578896,2013,0.17039521959048,2,-1.28699084921906,2.85362936009031,1.63696775378539,-1.07336943875748,-0.339250947596653
"43",2015,11053,"male",0.958,"nt",213,12415,"201560","20156002","2","06/16/2015",NA,0,0,0,NA,0,2014,0.264703399616583,3,0.099877731485049,-0.803409715523758,-2.44268072959365,-1.97912957153758,0.0867491007553085
"44",2011,11059,"male",0.582,"ht",14,12382,"201165","20116502","2","06/07/2011",2010,6838.80892768838,19.3801254702802,3.01456018431538,2010,0.833018799907042,2010,0.172458497672518,1,-1.25664888371361,-0.547531804137768,-0.257302946090034,0.637712651691045,-0.765250995948614
"45",2012,11059,"male",0.864,"ht",9,11782,"201221","20122102","2","06/05/2012",2011,28859.6896852246,77.5464446991499,4.36369010204966,2011,0.549653434402072,2011,0.255474810171199,2,-0.0358352124237205,0.220444455877574,0.720736425827875,-0.252450275168188,-0.339250947596653
"46",2013,11059,"male",0.874,"ht",26,12174,"201330","20133002","2","06/09/2013",2012,1172.23715438772,3.87047700585495,1.58319188011208,2012,0.945763911025281,2012,0.181888728731546,3,-1.11797065706428,-0.752307385260498,-1.29496028273649,0.9918897330123,0.0867491007553085
"47",2015,11059,"male",0.909,"ht",9,11810,"201522","20152203","3","06/09/2015",2014,30216.5718026496,81.1924085064474,4.40906294386108,2014,0.38078700986186,2014,0.325642919492024,5,0.996036531443337,0.268582513880906,0.753629051752217,-0.782926646015748,0.938749197459231
"48",2011,11065,"female",0.389,"ht",17,12373,"201178","20117802","2","06/07/2011",2010,6317.67677772928,11.9310661829603,2.5596326474632,2010,0.924058174441767,2010,0.306302450536106,1,0.711621237630841,-0.645882546765972,-0.587098495475146,0.923703411185762,-0.765250995948614
"49",2014,11170,"female",0.805,"ht",14,12382,"201465","20146503","3","06/12/2014",2013,97741.1115470915,276.983174324124,5.62756058784504,2013,0.288330420578896,2013,0.17039521959048,1,-1.28699084921906,2.85362936009031,1.63696775378539,-1.07336943875748,-0.765250995948614
"50",2012,11243,"male",0.864,"ht",18,12380,"201271","20127101","1","05/24/2012",2011,54857.9886021431,155.459044608239,5.05279427993789,2011,0.521289199449337,2011,0.105142373999633,1,-2.2465801587194,1.24913301447139,1.22029618539475,-0.341553579513993,-0.765250995948614
"51",2013,11243,"male",0.6,"ht",15,12372,"201379","20137901","1","05/24/2013",2012,4206.37213662214,11.2903628398322,2.50881544631807,2012,0.983260069138644,2012,0.233697038576321,2,-0.356092767752718,-0.654341822920249,-0.623937959812337,1.10968002750608,-0.339250947596653
"52",2014,11243,"male",0.792,"ht",15,12372,"201479","20147901","1","05/22/2014",2013,6639.18703715964,17.820304094929,2.93493629209944,2013,0.834747669514381,2013,0.290672565636345,3,0.48177271037159,-0.568126295967667,-0.315025557166157,0.643143716377035,0.0867491007553085
"53",2015,11243,"male",0.81,"ht",15,12411,"201563","20156303","3","06/09/2015",2014,5528.80131514483,14.8399073809607,2.76253253920762,2014,0.967180704026377,2014,0.294615088813702,4,0.539750305972107,-0.607476799009629,-0.440008078106602,1.05916836852169,0.51274914910727
"54",2018,11243,"male",0.843,"ht",15,12375,"201873b","201873b02","2","06/03/2018",2017,2169.6888487503,5.82368215561645,1.92039923167444,2017,0.932011965402919,2017,0.28220468102182,7,0.357246469766989,-0.726519004530159,-1.05050490301885,0.948689421134397,1.79074929416315
"55",2011,11531,"male",0.864,"ht",14,12382,"201165","20116501","1","05/28/2011",2010,6838.80892768838,19.3801254702802,3.01456018431538,2010,0.833018799907042,2010,0.172458497672518,1,-1.25664888371361,-0.547531804137768,-0.257302946090034,0.637712651691045,-0.765250995948614
"56",2012,11531,"male",0.885,"ht",14,12380,"201271","20127101","1","05/24/2012",2011,54857.9886021431,155.459044608239,5.05279427993789,2011,0.521289199449337,2011,0.105142373999633,2,-2.2465801587194,1.24913301447139,1.22029618539475,-0.341553579513993,-0.339250947596653
"57",2014,11531,"male",0.903,"ht",14,12383,"201459","20145903 (1)","3 (1)","06/12/2014",2013,97741.1115470915,276.983174324124,5.62756058784504,2013,0.288330420578896,2013,0.17039521959048,4,-1.28699084921906,2.85362936009031,1.63696775378539,-1.07336943875748,0.51274914910727
"58",2015,11531,"male",0.921,"ht",14,12383,"201559","20155903","3","06/09/2015",2014,10382.7720848771,29.4231682536942,3.41520443175943,2014,0.790526784719193,2014,0.167651738746569,5,-1.32733567808895,-0.414932414349455,0.0331404300310478,0.504228389984054,0.938749197459231
"59",2016,11531,"male",0.932,"ht",14,12382,"201665","20166501","1","05/25/2016",2015,53005.6521511894,150.209809951702,5.01866834227373,2015,0.489668146980042,2015,0.204025509331958,6,-0.792433620042098,1.17982679649312,1.19555689957769,-0.440887838541295,1.36474924581119
"60",2017,11531,"male",0.922,"ht",14,12382,"201765","20176502","2","06/01/2017",2016,37269.2574642561,105.615304284514,4.66922706882387,2016,0.352666980229232,2016,0.213171879416157,7,-0.657929770071114,0.591040671918776,0.942232650285931,-0.871262804658641,1.79074929416315
"61",2019,11531,"male",0.821,"wt",14,12359,"201902","20190201","1","05/23/2019",2018,6820.66302953061,19.3287028049028,3.01203381866416,2018,0.787558567855656,2018,0.181320668274605,9,-1.12632438841031,-0.548210743200101,-0.259134411720048,0.494904044342551,2.64274939086708
"62",2012,11913,"male",0.897,"ht",10,12195,"201239","20123902","2","06/03/2012",2011,15619.5286223317,26.641434657502,3.31931590267191,2011,0.643614659453567,2011,0.218010180825102,1,-0.58677912114347,-0.451659946568864,-0.0363730805138731,0.0427191748952173,-0.765250995948614
"63",2013,11913,"male",0.697,"ht",9,11811,"201336","20133601","1","05/27/2013",2012,22471.384103287,60.3809661048106,4.11709978880071,2012,0.404886801803534,2012,0.268735339436051,2,0.159170262136815,-0.00619323113823334,0.541973037720618,-0.707219647408952,-0.339250947596653
"64",2014,11913,"male",0.736,"ht",26,12181,"201430","20143002","2","06/01/2014",2013,4322.42919918292,14.2717390949887,2.72600400239778,2013,0.423525755448016,2013,0.223791009508565,3,-0.501767941102578,-0.614978386889089,-0.466489106159538,-0.648667306334387,0.0867491007553085
"65",2016,11913,"male",0.915,"ht",9,11810,"201629","20162903","3","06/11/2016",2015,19032.5695594096,51.1408167904559,3.95394807371553,2015,0.47826664751336,2015,0.35043254551864,5,1.36058553932582,-0.128191930841057,0.423697696812593,-0.476704467428737,0.938749197459231
"66",2018,11913,"male",0.819,"ht",26,12181,"201830","20183001","1","05/18/2018",2017,1404.63225837029,4.63779606144967,1.72949321989326,2017,0.799404339724794,2017,0.221255840788483,7,-0.539049392655268,-0.74217638803794,-1.18890046700678,0.532116308936523,1.79074929416315
"67",2012,11981,"female",0.605,"ht",15,12410,"201272","20127202","2","06/02/2012",2011,5635.52377337341,15.1263621304274,2.78045533231897,2011,0.967318361301968,2011,0.24111883750512,1,-0.246949958043042,-0.603694705693848,-0.427015113465304,1.05960080458573,-0.765250995948614
"68",2013,11981,"female",0.664,"ht",15,12410,"201372","20137203","3","06/19/2013",2012,4206.37213662214,11.2903628398322,2.50881544631807,2012,0.983260069138644,2012,0.233697038576321,2,-0.356092767752718,-0.654341822920249,-0.623937959812337,1.10968002750608,-0.339250947596653
"69",2017,11981,"female",0.393,"ht",15,12410,"201772","20177203","3","06/07/2017",2016,2693.73946177108,7.2302913131677,2.10782141055922,2016,1.00759490664977,2016,0.335911136624458,6,1.14703793680265,-0.707947390330728,-0.914634911767157,1.18612539740845,1.36474924581119
"70",2018,11981,"female",0.664,"ht",15,12410,"201872","20187201","1","05/18/2018",2017,2169.6888487503,5.82368215561645,1.92039923167444,2017,0.932011965402919,2017,0.28220468102182,7,0.357246469766989,-0.726519004530159,-1.05050490301885,0.948689421134397,1.79074929416315
"71",2011,12102,"male",0.643,"ht",26,12180,"201137","20113701","1","05/24/2011",2010,473.291323916888,1.56270698248579,0.941064114855503,2010,1.09010034310358,2010,0.218521416833284,1,-0.579261033562139,-0.782777124707978,-1.76046492240625,1.44530767490606,-0.765250995948614
"72",2014,12102,"male",0.681,"ht",14,12383,"201459","20145903 (1)","3 (1)","06/12/2014",2013,97741.1115470915,276.983174324124,5.62756058784504,2013,0.288330420578896,2013,0.17039521959048,4,-1.28699084921906,2.85362936009031,1.63696775378539,-1.07336943875748,0.51274914910727
"73",2015,12102,"male",0.781,"ht",14,12383,"201559","20155901","1","05/20/2015",2014,10382.7720848771,29.4231682536942,3.41520443175943,2014,0.790526784719193,2014,0.167651738746569,5,-1.32733567808895,-0.414932414349455,0.0331404300310478,0.504228389984054,0.938749197459231
"74",2017,12102,"male",0.839,"ht",14,12383,"201759","20175901","1","05/21/2017",2016,37269.2574642561,105.615304284514,4.66922706882387,2016,0.352666980229232,2016,0.213171879416157,7,-0.657929770071114,0.591040671918776,0.942232650285931,-0.871262804658641,1.79074929416315
"75",2018,12102,"male",0.896,"ht",14,12383,"201859","20185901","1","05/22/2018",2017,73578.1237313756,208.509008638709,5.34476673909979,2017,0.263770314246628,2017,0.162736356810297,8,-1.39961985076293,1.94955747849434,1.4319589443495,-1.1505224673139,2.21674934251511
"76",2019,12102,"male",0.848,"ht",14,12383,"201959","20195901","1","05/26/2019",2018,6820.66302953061,19.3287028049028,3.01203381866416,2018,0.787558567855656,2018,0.181320668274605,9,-1.12632438841031,-0.548210743200101,-0.259134411720048,0.494904044342551,2.64274939086708
"77",2012,12237,"female",0.753,"ht",14,12382,"201265","20126502","2","06/03/2012",2011,54857.9886021431,155.459044608239,5.05279427993789,2011,0.521289199449337,2011,0.105142373999633,1,-2.2465801587194,1.24913301447139,1.22029618539475,-0.341553579513993,-0.765250995948614
"78",2017,12237,"female",0.82,"ht",14,12383,"201759","20175901","1","05/21/2017",2016,37269.2574642561,105.615304284514,4.66922706882387,2016,0.352666980229232,2016,0.213171879416157,6,-0.657929770071114,0.591040671918776,0.942232650285931,-0.871262804658641,1.36474924581119
"79",2014,12323,"female",0.47,"ht",17,12369,"201482","20148203","3","06/12/2014",2013,16802.1472269097,31.7312103219303,3.48832906680679,2013,1.13273187817071,2013,0.30673417995548,1,0.717970124513503,-0.384459083063911,0.0861514641748569,1.57923022385354,-0.765250995948614
"80",2015,12323,"female",0.54,"wt",21,12368,"201522","20152202","2","06/15/2015",2014,28791.8516391667,81.4085639318282,4.41168936272646,2014,0.761232591073769,2014,0.228081546704086,2,-0.438672552885316,0.271436437549564,0.755533050043059,0.412203716789,-0.339250947596653
"81",2014,12353,"female",0.761,"ht",15,12375,"201473b","201473b03","3","06/12/2014",2013,6639.18703715964,17.820304094929,2.93493629209944,2013,0.834747669514381,2013,0.290672565636345,1,0.48177271037159,-0.568126295967667,-0.315025557166157,0.643143716377035,-0.765250995948614
"82",2015,12353,"female",0.843,"ht",15,12378,"201569b","201569b03","3","06/09/2015",2014,5528.80131514483,14.8399073809607,2.76253253920762,2014,0.967180704026377,2014,0.294615088813702,2,0.539750305972107,-0.607476799009629,-0.440008078106602,1.05916836852169,-0.339250947596653
"83",2014,12393,"male",0.675,"ht",14,12383,"201459","20145903 (1)","3 (1)","06/12/2014",2013,97741.1115470915,276.983174324124,5.62756058784504,2013,0.288330420578896,2013,0.17039521959048,1,-1.28699084921906,2.85362936009031,1.63696775378539,-1.07336943875748,-0.765250995948614
"84",2015,12393,"male",0.64,"ht",14,12383,"201559","20155902","2","05/30/2015",2014,10382.7720848771,29.4231682536942,3.41520443175943,2014,0.790526784719193,2014,0.167651738746569,2,-1.32733567808895,-0.414932414349455,0.0331404300310478,0.504228389984054,-0.339250947596653
"85",2016,12393,"male",0.706,"ht",15,12411,"201663","20166301","1","05/24/2016",2015,3511.04285346032,9.42402299992405,2.34411304625948,2015,0.744545496635144,2015,0.328280310294999,3,1.03482123112338,-0.678983311485661,-0.743337455583064,0.359782939112829,0.0867491007553085
"86",2018,12393,"male",0.838,"ht",14,12383,"201859","20185901","1","05/22/2018",2017,73578.1237313756,208.509008638709,5.34476673909979,2017,0.263770314246628,2017,0.162736356810297,5,-1.39961985076293,1.94955747849434,1.4319589443495,-1.1505224673139,0.938749197459231
"87",2011,12469,"male",0.593,"ht",14,12383,"201159","20115901","1","05/29/2011",2010,6838.80892768838,19.3801254702802,3.01456018431538,2010,0.833018799907042,2010,0.172458497672518,1,-1.25664888371361,-0.547531804137768,-0.257302946090034,0.637712651691045,-0.765250995948614
"88",2011,12472,"male",0.645,"ht",14,12383,"201159","20115901","1","05/29/2011",2010,6838.80892768838,19.3801254702802,3.01456018431538,2010,0.833018799907042,2010,0.172458497672518,1,-1.25664888371361,-0.547531804137768,-0.257302946090034,0.637712651691045,-0.765250995948614
"89",2016,12472,"male",0.918,"nt",14,12395,"201631","20163102","02","06/10/2016",2015,53005.6521511894,150.209809951702,5.01866834227373,2015,0.489668146980042,2015,0.204025509331958,6,-0.792433620042098,1.17982679649312,1.19555689957769,-0.440887838541295,1.36474924581119
"90",2017,12472,"male",0.706,"nt",14,12395,"201772","20177202","2","06/06/2017",2016,37269.2574642561,105.615304284514,4.66922706882387,2016,0.352666980229232,2016,0.213171879416157,7,-0.657929770071114,0.591040671918776,0.942232650285931,-0.871262804658641,1.79074929416315
"91",2011,12480,"male",0.948,"ht",14,12383,"201159","20115901","1","05/29/2011",2010,6838.80892768838,19.3801254702802,3.01456018431538,2010,0.833018799907042,2010,0.172458497672518,1,-1.25664888371361,-0.547531804137768,-0.257302946090034,0.637712651691045,-0.765250995948614
"92",2014,12480,"male",0.945,"nt",54,12135,"201457","20145701","1","06/04/2014",2013,82686.0897520591,179.943448446176,5.19818454292254,2013,0.8234199434688,2013,0.306882983222094,4,0.720158381938426,1.57240327013563,1.32569552434892,0.607558839045874,0.51274914910727
"93",2015,12480,"male",0.953,"ht",9,11815,"201520","20152001","1","05/16/2015",2014,30216.5718026496,81.1924085064474,4.40906294386108,2014,0.38078700986186,2014,0.325642919492024,5,0.996036531443337,0.268582513880906,0.753629051752217,-0.782926646015748,0.938749197459231
"94",2016,12480,"male",0.966,"ht",8,11793,"201603","20160301","1","05/23/2016",2015,2159.30624593888,6.90486410343397,2.06747827929722,2015,0.995314455883972,2015,0.300889566477813,6,0.632020943898496,-0.712244041292174,-0.943881295115436,1.1475476341121,1.36474924581119
"95",2017,12480,"male",0.886,"ht",9,11817,"201713","20171301","1","05/14/2017",2016,7972.17263894102,21.4213545405592,3.11001383243627,2016,0.664479535509766,2016,0.353271497034739,7,1.40233433204698,-0.520581233979473,-0.188104698517101,0.108264020524615,1.79074929416315
"96",2011,12536,"male",0.74,"ht",15,12411,"201163","20116301","1","05/28/2011",2010,1803.21650482898,4.84003030569762,1.76473598615846,2010,1.09977728100173,2010,0.306181455728803,1,0.709841923295325,-0.739506267242889,-1.16335154652879,1.47570677236493,-0.765250995948614
"97",2015,12536,"male",0.777,"ht",15,12377,"201580","20158003","3","06/09/2015",2014,5528.80131514483,14.8399073809607,2.76253253920762,2014,0.967180704026377,2014,0.294615088813702,5,0.539750305972107,-0.607476799009629,-0.440008078106602,1.05916836852169,0.938749197459231
"98",2016,12536,"male",0.814,"ht",15,12375,"201673b","201673b02","2","06/03/2016",2015,3511.04285346032,9.42402299992405,2.34411304625948,2015,0.744545496635144,2015,0.328280310294999,6,1.03482123112338,-0.678983311485661,-0.743337455583064,0.359782939112829,1.36474924581119
"99",2017,12536,"male",0.914,"ht",15,12375,"201773b","201773b02","2","05/30/2017",2016,2693.73946177108,7.2302913131677,2.10782141055922,2016,1.00759490664977,2016,0.335911136624458,7,1.14703793680265,-0.707947390330728,-0.914634911767157,1.18612539740845,1.79074929416315
"100",2018,12536,"male",0.797,"ht",17,12373,"201878","20187801","1","05/21/2018",2017,5259.43296160191,9.93255035948033,2.39174461069546,2017,1.24182952291402,2017,0.297191989266243,8,0.577645452206952,-0.672269169265816,-0.708807389388498,1.9219491675928,2.21674934251511
